"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"H",24,10,2,0,1,0,46,NA,1,2,29667,0,478,454,"SC",2,0,2008,69635,17,0,2008,69635,1,92000,1.32,1,1,35,0,91081,30,5,96,6,1,50,15,50,10,8032,999999994,10034,45,-99999,2,2,5,4,2,3,-99999,0,0,10,29,-99999,1,75,94,35,69,100,10034,60357,1100,20238,3,902,902,902,902,998,3,0,91081,1617,88,9,87,1739,26,59,24,0,1,300,48,0,8505,9996,131,3,0,999999997,1,0,"IAPS",7.93437e+017
"H",480,0,1,0,1,0,78,NA,1,1,91754,1,736,711,"TX",2,0,2012,0,358,0,2012,0,86,-1,0,0,0,-1,0,100300,998,9996,96,9998,1,160,73,160,5,999999996,999999997,44839,103,-99999,1,1,1,0,1,2,-99999,0,0,-99999,-99999,-99999,11,20,90,-99999,56,100,29892,86621,2720,-99999,0,0,0,0,0,998,3,96,99000,0,100,0,100,805,9996,101,9994,0,1,3000,994,998,999999997,9996,124,1,0,999999997,1,1,"IAPS",NA
"R",41,132,1,0,1,0,52,NA,1,1,46135,0,486,462,"FL",2,0,2011,0,42,0,2011,0,1,130000,0,0,1,19,0,72943,998,61,96,31,1,320,264,320,19,18759,999999994,5809,76,-99999,-99999,-99999,0,0,1,1,-99999,10,-99999,-99999,-99999,-99999,10,29,64,-99999,26,100,5809,-99999,3675,17176,1,0,0,0,0,998,4,96,69343,633,95,5,100,1675,9996,82,136,0,1,850,994,998,61993,9996,136,0,0,1828,1,1,"BRANCH",NA
"H",420,120,1,0,1,0,54,NA,1,1,41563,1,474,449,"KY",2,1,2010,0,254,1,2010,0,90,53000,0,0,0,0,0,12078,998,15,1,8,98,0,999999996,0,996,4999,999999994,5290,57,-99999,1,1,1,4,1,3,-99999,1,1,1,1,38,2,29,76,0,18,56,4408,22166,737,28807,3,0,0,0,73,997,5,1,12078,73,63,13,88,867,0,61,54,999999998,998,999999998,998,998,11130,9996,115,1,0,4120,1,1,"CSC",NA
"R",6,90,1,0,1,0,29,NA,1,1,28390,0,308,296,"GA",-1,0,-1,0,85,0,2012,170000,7,-1,0,1,1,41,1,51581,400,5,51,1,1,53,0,53,8,14727,999999994,5442,49,-99999,-99999,-99999,0,4,2,3,-99999,0,-99999,0,0,1,2,50,75,-99999,98,50,5442,-99999,3175,30617,5,15168,15168,15127,15168,998,6,1,51081,13186,77,13,73,1190,0,40,41,0,120,500,994,0,44731,1,83,2,0,7725,1,2,"IAPS",NA
"R",24,312,4,2,1,0,46,NA,1,6,53218,0,435,411,"WI",2,0,-1,0,23,0,-1,0,23,-1,0,1,0,51,1,1721,400,4,9,9998,5,427,927,1002,181,999999998,999999998,331,32,0,0,1,2,4,4,2,-99999,3,7,1,1,62,4,75,70,-99999,70,75,331,-99999,474,-99999,3,174,691,427,691,998,5,1,1721,1043,44,33,57,118,0,11,18,0,60,344,78,998,999999998,9998,9998,6,98,999999998,998,2,"IAPS",8.33438e+017
"H",123,256,1,0,1,0,49,NA,1,1,29483,0,418,381,"WV",2,0,2012,194111,116,0,2012,194111,111,0,0,0,1,-1,1,262523,998,10,10,22,1,146,154,206,9,11536,999999994,32142,95,-99999,0,0,1,2,2,2,-99999,5,18,0,0,-99999,5,33,80,9,80,100,27550,134944,11610,23569,2,5034,5034,5034,5034,997,4,0,262523,19199,90,7,89,2828,81,106,59,0,1,7000,994,0,46393,12,150,0,0,999999997,1,2,"BRANCH",NA
"H",12,5,1,0,1,0,44,NA,1,1,31516,0,358,334,"GA",2,0,2012,0,21,0,2012,0,9,103000,0,0,0,33,0,185235,998,9996,96,49,1,0,999999996,0,996,18448,999999994,33656,80,-99999,-99999,-99999,0,2,2,4,-99999,2,-99999,5,-99999,-99999,2,14,94,-99999,52,100,28848,141971,5765,29888,1,574,574,0,574,997,5,0,183775,574,97,3,86,2996,9996,83,3,0,1,4000,994,998,19175,9996,126,3,0,18448,1,2,"BRANCH",NA
"H",22,61,1,0,1,0,40,NA,1,1,30052,0,425,389,"PR",2,0,2011,274469,21,0,2011,274469,18,0,1.23,0,0,35,0,124185,998,2,1,54,1,877,962,982,270,999999996,999999996,40413,56,0,-99999,-99999,0,8,1,1,-99999,1,-99999,6,8,13,11,43,97,31,41,100,24248,120256,600,-99999,8,393,1514,1052,2819,997,4,0,124185,2819,57,38,67,745,6,61,23,0,60,1000,994,997,999999996,9996,149,2,0,999999996,1,0,"RCC",NA
"H",108,14,1,0,1,0,47,NA,1,3,28715,0,378,354,"NC",1,0,2009,0,73,0,-1,0,8,0,1.05,0,1,-1,0,1468,400,6,27,9998,1,0,999999996,0,996,257,89,664,59,-99999,-99999,-99999,0,5,1,1,-99999,1,-99999,1,1,-99999,5,33,90,-99999,111,0,664,-99999,968,-99999,4,1419,6816,6816,10252,998,2,0,1468,4984,29,43,40,252,0,7,58,0,30,968,994,0,500,9996,9,1,0,257,1,1,"BRANCH",NA
"H",46,180,1,0,1,0,34,NA,1,1,60108,0,289,265,"IL",2,0,2006,0,47,0,2006,0,46,0,0.88,0,1,-1,0,500,998,0,4,40,1,25,10,25,5,999999996,999999997,567,70,-99999,-99999,-99999,0,13,1,1,-99999,4,-99999,12,12,26,4,7,14,-99999,94,100,567,-99999,500,7526,11,0,0,0,0,997,1,1,500,239306,72,23,100,3184,25,84,53,0,400,500,94,0,999999997,24,135,1,0,999999997,1,1,"BRANCH",NA
"R",79,61,1,0,1,0,41,NA,1,1,30013,0,431,407,"NY",2,0,2012,152000,63,0,2012,152000,10,0,1.31,0,1,53,0,45100,400,3,5,9998,3,25,0,25,8,999999998,999999998,331,170,-99999,-99999,-99999,0,3,1,1,-99999,0,-99999,3,3,-99999,9,20,1,-99999,1,100,166,-99999,13050,-99999,2,573,573,573,2153,998,1,0,45100,1538,60,40,60,515,41,172,39,0,1,15033,99,998,999999998,9998,9998,3,98,999999998,998,2,"IAPS",NA
"R",93,60,8,6,1,0,31,NA,11,10,60644,0,387,350,"IL",2,0,-1,0,94,0,-1,0,56,-1,0,0,1,-1,2,1701,400,2,1,62,97,999999997,999999997,999999997,997,1781,999999994,-99999,40,-99999,0,1,1,9,-99999,-99999,-99999,9,11,9,15,-99999,21,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,1720,1720,1720,13423,998,1,0,1701,22471,0,83,0,84,1,9994,29,999999997,400,999999997,996,998,1701,57,62,1,0,1781,60,97,"BRANCH",8.92683e+017
"H",416,92,1,0,1,0,65,NA,1,1,28905,2,605,593,"NC",2,0,2011,0,387,0,2011,0,1,-1,0,0,0,0,0,44100,998,10,1,67,1,515,24,750,4,999999996,999999996,12172,143,-99999,-99999,-99999,0,2,0,0,-99999,10,-99999,32,32,-99999,10,5,28,0,28,75,3043,-99999,11025,-99999,0,0,0,0,0,998,4,1,44100,0,95,0,100,2980,30,137,9994,0,1,19350,994,998,999999996,9996,150,0,0,999999997,1,0,"BRANCH",NA
"R",66,111,1,0,1,0,34,NA,1,1,37421,1,409,385,"AL",2,1,2006,133785,68,1,2006,133785,65,-1,0,0,0,0,0,28664,998,38,34,56,2,68,34,135,6,12655,999999994,4788,112,-99999,-99999,-99999,0,8,2,1,-99999,-99999,-99999,4,19,65,33,22,50,-99999,102,40,4788,-99999,1050,26564,6,530,530,0,1251,998,2,2,28664,1301,23,31,43,1088,0,118,62,0,30,1050,994,998,26564,9996,137,1,0,999999997,1,2,"IAPS",NA
"H",60,84,1,0,1,0,32,NA,1,1,15714,0,381,345,"PA",2,0,2012,0,76,0,2012,0,60,15900,1.11,0,1,-1,0,119915,998,11,13,21,1,0,999999996,0,996,3351,999999994,11868,49,-99999,0,1,2,1,4,4,-99999,0,11,0,0,0,11,67,89,98,94,27,11868,31480,1208,25111,0,0,0,0,0,997,7,0,119015,0,58,0,20,886,0,52,9994,0,30,1000,994,5,48415,9996,118,2,0,19172,30,4,"IAPS",NA
"H",36,189,1,0,1,0,37,NA,1,1,91340,0,447,423,"CA",2,1,2012,504000,28,1,2012,504000,28,8500085,0,0,1,0,0,288693,400,11,5,79,5,565,922,1072,20,10356,999999994,25253,46,0,2,2,5,2,8,8,-99999,0,0,44,58,-99999,3,69,97,88,92,100,25253,257863,1188,-99999,2,0,0,0,105,996,12,96,288693,105,81,10,100,702,57,37,54,0,1,760,103,998,10581,9996,87,7,0,10356,1,8,"IAPS",NA
"H",60,236,69,7,6,3,28,168,3,102,36117,0,348,324,"AL",1,0,-1,0,45,0,-1,0,1,-1,0,0,1,18,1,750,998,0,15,88,1,229,210,229,40,999999996,999999996,633,111,-99999,0,2,5,17,5,5,-99999,3,8,0,0,1,13,32,62,77,83,70,633,-99999,767,-99999,43,1300,1470,1126,62306,997,96,0,750,132934,10,88,25,2184,54,78,52,0,400,750,76,997,999999996,26,120,5,3,999999997,400,1,"IAPS",9.04497e+017
"R",3,23,2,0,1,0,50,75,1,3,47374,0,449,425,"IN",2,0,-1,0,6,0,-1,0,6,0,0,0,1,18,0,10598,998,9996,96,5,98,999999998,999999998,999999998,998,1595,999999994,2910,37,-99999,2,4,6,3,-99999,2,-99999,1,1,8,-99999,-99999,1,-99999,95,-99999,-99999,100,2910,-99999,-99999,3995,3,1357,1357,0,1357,1,98,0,10598,1466,57,43,60,192,9996,32,52,999999998,998,999999998,998,998,10598,9996,12,2,0,4147,1,98,"BRANCH",NA
"H",39,104,1,0,1,0,30,NA,1,1,44883,0,333,296,"OH",1,1,2012,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,157644,998,17,1,28,2,213,202,394,6,12162,999999994,7597,77,-99999,-99999,-99999,0,1,4,12,-99999,12,-99999,3,3,-99999,19,36,92,97,90,71,7597,81347,1602,8378,0,0,0,0,0,997,8,5,151734,0,85,0,91,2494,2,73,9994,0,30,2250,994,998,54707,9996,140,0,0,14212,1,4,"IAPS",NA
"R",2,4,8,8,7,3,33,141,1,12,62997,0,421,397,"KY",-1,0,-1,0,4,0,-1,0,1,-1,0,1,1,27,1,28325,400,2,57,58,2,121,37,131,13,11044,0,5228,38,-99999,7,12,16,8,-99999,0,-99999,0,0,0,0,4,11,0,57,-99999,-99999,33,5228,-99999,-99999,19050,5,6438,6438,6315,6438,1,3,1,28325,1323,67,11,29,716,1,40,46,0,120,300,994,998,27725,2,67,4,1,4641,400,2,"IAPS",9.04265e+017
"H",432,384,1,0,1,0,59,NA,1,1,25165,1,553,529,"WV",2,1,-1,0,438,1,-1,0,1,-1,0,0,0,0,0,121249,998,9996,96,61,5,200,448,620,9,9043,999999994,4901,123,-99999,0,0,1,0,1,0,-99999,0,23,-99999,-99999,-99999,23,15,13,-99999,9,100,2450,8404,14580,-99999,0,0,0,0,0,1,8,96,117612,0,100,0,100,3576,9996,138,9994,0,1,14580,994,998,37412,9996,153,0,0,9043,1,1,"BRANCH",NA
"R",12,0,10,5,6,2,40,119,1,14,79938,0,350,338,"AZ",2,0,2012,0,3,0,2012,0,1,0,0.63,1,0,16,0,47214,400,6,5,17,2,25,0,50,9,11997,999999994,5917,51,-99999,2,2,3,3,2,2,-99999,2,2,5,17,46,5,60,62,-99999,93,67,5917,-99999,2246,-99999,4,778,778,778,778,997,3,1,47214,778,78,17,83,925,18,59,30,0,1,300,88,997,40614,25,205,4,1,999999997,400,3,"MOBILE",9.07056e+017
"R",366,290,14,0,1,0,49,NA,1,58,40906,3,418,394,"KY",1,1,-1,0,58,1,-1,0,1,-1,0,0,0,0,1,25108,998,2,16,62,1,185,160,185,98,1269,300,6002,46,-99999,5,8,14,13,0,0,-99999,0,0,5,8,-99999,7,13,86,-99999,66,83,6002,-99999,526,-99999,14,329,1411,671,7505,1,3,3,25108,12030,31,54,36,815,1,60,27,0,400,300,994,998,24808,27,135,1,0,21783,60,0,"IAPS",8.37123e+017
"H",168,96,1,0,1,0,37,NA,1,1,39567,0,338,314,"MS",1,0,2010,0,141,0,2010,0,1,-1,0,0,0,0,0,211274,998,9996,96,14,7,340,11,1062,4,20396,999999994,9363,55,-99999,0,1,1,0,14,12,1,2,12,-99999,-99999,-99999,14,76,80,91,88,100,9363,52597,1224,102372,0,0,0,0,0,998,17,96,211274,0,100,0,100,3202,9996,76,9994,0,1,1876,994,997,49239,9996,205,0,0,20396,1,17,"BRANCH",NA
"H",39,25,4,4,5,0,36,NA,1,11,45840,0,424,388,"OH",1,1,2011,0,6,1,2011,110510,1,23000,0,0,1,0,0,15187,998,3,7,7,97,999999997,999999997,999999997,997,13614,999999994,7189,58,-99999,2,3,3,12,-99999,2,-99999,1,4,4,29,-99999,2,0,95,-99999,-99999,50,7189,-99999,-99999,14278,15,1056,1056,1056,6426,998,1,0,15187,6190,21,79,29,283,54,63,42,999999997,997,999999997,997,998,15187,53,121,3,0,909,1,97,"IAPS",8.68263e+017
"H",177,58,1,0,1,0,36,NA,1,1,63090,1,290,266,"MO",1,1,2011,0,184,0,2011,0,1,75000,0,0,0,-1,0,86424,998,14,1,5,3,127,143,372,6,25787,999999994,16185,60,-99999,0,1,4,3,3,6,-99999,6,11,70,70,-99999,3,67,92,17,49,100,14027,138445,2118,27108,0,0,0,0,0,1,8,96,86424,0,100,0,100,1250,68,73,9994,0,1,2700,48,0,69574,9996,177,2,0,5533,1,3,"BRANCH",NA
"R",27,262,1,0,1,0,63,NA,1,1,30533,1,564,552,"GA",1,0,-1,0,153,0,-1,0,19,128000,0,1,0,0,0,67794,998,5,22,4,1,100,256,540,10,2512,999999994,4111,60,-99999,2,4,4,4,6,6,0,0,0,26,26,37,2,59,82,29,47,90,3837,-99999,1395,46895,2,0,0,0,0,1,12,1,67794,249145,81,6,100,2237,36,62,71,0,1,750,68,998,52644,9996,118,4,0,4469,1,4,"IAPS",NA
"R",36,48,5,0,1,0,29,NA,0,7,28314,0,368,344,"AL",2,0,-1,0,36,0,-1,0,1,168000,1.63,0,1,-1,3,1050,998,6,33,59,2,0,999999996,0,996,999999996,999999996,511,83,-99999,-99999,-99999,0,8,2,1,-99999,1,-99999,1,1,21,4,12,97,-99999,97,100,511,-99999,525,-99999,9,0,1144,1042,10609,998,2,1,1050,21504,29,57,29,1151,18,71,84,0,400,525,95,998,999999996,29,138,3,98,999999998,998,2,"IAPS",7.2906e+017
"R",8,29,3,1,3,1,25,NA,1,3,43232,0,297,273,"OH",2,0,-1,0,6,0,-1,0,1,220400,1.48,1,1,-1,0,16017,998,2,6,9,1,30,15,30,6,13220,999999994,4305,39,-99999,-99999,-99999,0,3,2,13,-99999,5,-99999,0,0,-99999,5,67,111,-99999,120,100,4305,-99999,750,14517,3,65,65,0,65,998,2,0,16017,1565,33,50,50,78,0,33,35,0,400,500,96,998,14517,9996,79,1,98,999999998,998,2,"IAPS",8.96613e+017
"R",13,5,2,1,2,1,30,NA,1,2,30044,0,329,304,"GA",2,0,-1,0,72,0,-1,0,13,-1,0,0,1,23,0,21729,998,74,3,5,2,200,260,300,39,17904,999999994,6098,42,-99999,1,1,2,1,2,3,-99999,0,0,54,54,54,8,40,82,-99999,23,100,3659,-99999,925,18529,3,0,0,0,0,998,4,96,21729,1300,79,21,100,564,9996,38,93,0,1,400,994,998,18529,9996,70,2,98,999999998,998,2,"BRANCH",8.78654e+017
"R",33,0,1,0,1,0,53,NA,1,1,75261,0,508,484,"NY",2,0,-1,0,2,0,-1,0,1,0,1.12,0,1,2,0,500,1,9996,96,93,1,250,235,250,70,999999996,999999997,496,84,-99999,-99999,-99999,0,1,1,1,-99999,14,-99999,7,-99999,-99999,43,100,99,-99999,99,100,496,-99999,500,-99999,2,215,215,0,215,998,1,0,500,215,67,33,50,404,9996,101,42,0,1,500,994,997,999999997,9996,141,1,0,999999997,1,0,"BRANCH",NA
"R",13,0,1,0,1,0,28,NA,1,1,45322,0,334,297,"OH",2,0,2012,136486,77,0,2012,136486,4,-1,0,0,0,35,0,3020,998,5,1,48,4,50,66,175,11,999999996,999999997,331,61,0,0,1,1,22,4,4,-99999,3,12,0,0,32,15,24,97,-99999,97,33,331,-99999,340,-99999,17,0,0,0,0,998,5,2,2770,28541,39,52,80,1875,4,72,49,0,30,363,994,997,999999997,29,114,5,98,999999998,998,5,"IAPS",NA
"R",12,91,40,15,1,0,27,NA,1,85,33647,0,339,315,"NJ",2,0,2011,0,12,0,2011,0,1,-1,0,0,0,59,0,10324,998,6,16,13,0,999999996,999999996,999999996,996,9115,999999996,-99999,74,-99999,0,0,2,21,-99999,-99999,-99999,1,13,4,4,50,14,0,-99999,-99999,-99999,100,-99999,-99999,-99999,-99999,18,0,0,0,0,997,96,0,999999996,13186,5,89,0,541,38,35,55,0,0,999999996,996,998,999999996,3,85,4,0,999999997,120,0,"IAPS",8.34553e+017
"H",32,78,1,0,1,0,32,NA,1,2,97338,0,314,301,"OR",2,0,2012,0,14,0,2012,0,13,-1,0,0,1,19,0,17288,998,9996,96,12,98,999999998,999999998,999999998,998,5052,999999994,8209,39,-99999,0,1,2,4,-99999,1,-99999,3,8,2,2,-99999,5,-99999,95,-99999,-99999,0,8209,-99999,-99999,5928,0,0,0,0,0,1,98,96,17288,0,100,0,100,14,9996,7,9994,999999998,998,999999998,998,998,17288,9996,12,5,0,11360,1,98,"MOBILE",NA
"R",2,5,1,0,1,0,35,NA,1,1,46774,0,295,283,"IN",-1,0,-1,0,2,0,-1,0,1,0,0,0,0,0,0,7563,400,6,19,9998,3,25,20,77,5,2844,999999994,3230,74,-99999,1,1,1,6,0,10,-99999,0,0,8,30,30,2,40,102,9,38,86,2827,-99999,726,-99999,5,100,100,0,100,998,6,2,7563,769,63,16,89,858,27,70,53,0,1,563,69,998,3313,9996,135,3,98,999999998,998,1,"IAPS",NA
"R",15,9,2,0,1,0,44,175,1,2,61401,0,394,369,"IL",2,0,2012,0,14,0,2012,0,15,-1,0,0,0,48,1,14819,998,3,1,4,2,300,321,400,15,9645,999999994,2776,61,0,1,2,4,22,0,0,-99999,5,5,2,67,-99999,5,40,84,-99999,71,100,2776,-99999,677,10619,8,0,721,0,721,1,1,0,14819,110701,68,23,71,1797,67,54,67,0,1,1500,994,0,11819,66,182,1,1,900,400,2,"BRANCH",NA
"R",38,12,1,0,1,0,28,NA,1,1,38242,0,307,295,"TN",1,0,2011,63418,138,0,2011,44357,1,46000,1.01,0,1,-1,0,4000,998,4,41,22,1,100,75,100,27,3184,999999994,509,77,-99999,-99999,-99999,0,7,1,1,-99999,1,-99999,35,35,55,9,33,102,-99999,102,100,509,-99999,500,-99999,5,0,0,0,1265,997,1,1,4000,12103,53,33,100,1018,13,79,64,0,1,500,75,998,3500,41,131,1,1,999999997,400,1,"IAPS",NA
"R",21,33,1,1,1,0,27,NA,1,2,87110,0,338,326,"CA",1,0,-1,0,4,0,2012,0,1,-1,0,0,0,-1,0,31910,400,2,28,4,97,200,190,200,51,3030,999999994,3532,47,-99999,-99999,-99999,0,17,1,8,-99999,2,-99999,1,1,1,7,100,100,-99999,100,22,3532,-99999,501,13349,17,31818,31818,31625,32240,1,96,3,31910,13462,15,45,17,671,1,37,54,0,1,999999997,997,0,31410,1,106,3,1,999999997,400,1,"IAPS",NA
"H",36,127,1,0,1,0,55,NA,1,1,32210,0,489,440,"NY",2,1,2012,244469,37,1,2012,244469,15,-1,0,0,0,0,3,139609,998,119,1,55,1,308,360,408,27,5167,999999994,18416,112,-99999,0,1,1,3,0,0,-99999,8,8,0,0,-99999,30,22,61,-99999,23,91,14733,49469,1367,44293,3,42282,42282,42282,42282,998,7,1,136709,44300,84,12,83,3113,17,123,140,0,400,948,994,997,44293,9996,143,0,0,999999997,1,0,"IAPS",NA
"R",48,93,1,0,1,0,37,NA,1,1,46970,0,445,421,"MI",2,1,2011,0,79,1,2011,0,13,0,0,0,1,-1,0,3200,998,6,7,9998,1,82,35,82,12,999999996,999999996,1143,33,-99999,-99999,-99999,0,6,1,2,-99999,3,-99999,0,0,-99999,1,50,82,-99999,76,100,1143,-99999,1600,-99999,6,148,281,0,2626,998,2,0,3200,3542,33,67,67,109,48,13,36,0,1,700,96,998,999999996,9996,30,0,0,999999997,1,1,"IAPS",NA
"R",16,15,1,0,1,0,32,NA,1,1,17042,0,309,273,"PA",2,1,-1,0,77,1,-1,0,9,-1,0,0,1,0,0,4700,998,4,18,94,2,50,7,75,3,999999996,999999997,1262,91,-99999,-99999,-99999,0,7,1,0,-99999,9,-99999,58,58,69,12,22,38,-99999,38,100,841,-99999,2238,-99999,3,0,0,0,0,998,3,96,4700,595,67,25,100,1045,63,91,93,0,1,1350,994,998,999999997,9996,128,3,0,999999997,1,2,"IAPS",NA
"H",102,141,1,0,1,0,54,NA,1,1,92835,0,531,506,"CA",2,1,2012,867777,51,1,2012,867777,50,-1,0,0,1,-1,0,51448,998,7,9,6,3,300,125,600,3,391,999999994,9526,155,-99999,-99999,-99999,0,9,2,3,-99999,3,-99999,63,63,64,7,13,89,0,86,57,6351,-99999,4763,18803,9,0,0,0,0,998,6,2,41733,0,66,13,100,4919,63,159,143,0,1,6983,994,0,18803,9996,178,2,0,999999997,90,3,"BRANCH",NA
"H",72,48,1,0,1,0,44,NA,1,1,30909,1,352,316,"NY",2,0,2011,59900,79,0,2011,59900,77,-1,0,0,0,0,0,96878,30,28,8,10,0,93,0,113,3,7058,999999994,14561,57,1,-99999,-99999,0,4,2,2,-99999,1,-99999,2,2,2,1,44,89,0,65,60,10921,75841,1198,7800,4,0,0,0,348,998,4,2,96878,900,50,29,67,573,12,58,39,0,1,1500,0,998,7800,9996,92,2,98,999999998,998,3,"IAPS",NA
"R",13,37,3,1,2,1,23,311,1,3,63640,0,287,263,"MO",2,0,-1,0,10,0,-1,0,9,-1,0,0,1,-1,0,20936,998,9996,96,9998,1,1511,1770,1820,692,3780,999999994,3376,28,-99999,1,4,6,0,0,2,-99999,1,4,5,5,-99999,1,67,85,5,11,100,3376,-99999,1207,-99999,0,0,0,0,0,998,2,96,20936,0,100,0,100,138,9996,37,9994,0,1,300,994,998,18586,9996,41,0,0,7825,1,0,"IAPS",9.03103e+017
"R",117,5,1,0,1,0,47,NA,1,3,49043,1,482,458,"MI",2,0,-1,0,150,0,-1,0,24,-1,0,0,0,-1,1,5900,998,25,1,67,7,47,8,243,5,999999996,999999996,551,74,-99999,-99999,-99999,0,19,6,5,-99999,5,-99999,30,31,31,6,64,76,0,76,90,496,-99999,653,-99999,10,0,0,0,14258,998,10,1,5900,21686,55,41,91,883,30,75,52,0,1,714,98,998,999999996,35,147,4,98,999999998,998,6,"IAPS",7.87354e+017
"R",17,172,1,0,1,0,35,NA,1,1,70003,0,307,283,"LA",2,0,2012,0,16,0,2012,0,7,-1,0,1,1,0,2,141380,400,4,4,8,1,0,999999996,0,996,138,0,134640,77,0,0,1,1,6,0,1,-99999,5,9,0,0,-99999,11,0,98,-99999,0,50,67320,134640,500,-99999,6,17059,17059,17059,17059,997,2,1,141380,10985,47,18,42,1182,0,105,15,1368,400,500,994,998,2755,4,57,3,1,999999996,400,0,"IAPS",NA
"H",48,36,1,0,1,0,48,NA,1,1,43235,0,474,449,"IN",2,0,2011,0,54,0,2011,0,7,0,0,0,1,-1,0,300602,998,10,31,46,5,199,262,869,7,19127,999999994,11739,94,-99999,2,3,7,0,11,13,1,0,0,4,4,-99999,5,68,88,75,82,86,11739,171875,2083,25205,0,0,0,0,0,997,16,4,300602,0,78,0,95,3852,1,87,9994,0,1,1760,77,998,88412,9996,162,3,0,12319,1,10,"RCC",NA
"H",108,104,25,12,12,1,37,57,1,33,76522,0,323,298,"AL",2,1,2012,0,105,1,2012,0,21,0,0,1,0,0,1,153021,998,37,32,58,2,94,191,562,4,4512,999999994,16628,79,1,2,2,4,4,1,2,-99999,0,2,0,0,0,8,23,76,-99999,56,71,16628,53941,2550,17832,4,32401,32401,32401,32401,998,4,2,153021,24500,83,3,79,3489,0,81,69,0,400,400,88,0,19032,9996,185,3,0,829,1,2,"IAPS",8.9777e+017
"H",220,307,18,6,8,2,55,NA,2,68,28167,0,479,455,"NC",2,0,2011,0,224,0,2011,0,1,-1,0,0,1,-1,0,67600,998,4,11,9998,98,0,999999996,0,996,1130,999999994,16279,70,-99999,1,1,1,20,2,3,-99999,1,1,1,1,35,6,100,115,-99999,93,40,16279,76677,500,-99999,10,2721,3193,0,80168,998,2,1,67600,3491,27,67,33,429,1,60,31,999999998,998,999999998,998,998,1500,9996,166,1,0,1130,60,1,"IAPS",8.92452e+017
"H",33,127,2,1,2,1,29,NA,1,2,22193,0,324,287,"PR",2,1,2012,377973,33,1,2012,377973,31,-1,0,0,0,0,1,235233,998,5,4,32,2,230,0,230,2,17026,999999994,43703,65,-99999,-99999,-99999,0,1,3,4,-99999,10,-99999,1,1,-99999,27,60,93,-99999,97,60,43703,181805,6844,25879,1,0,27953,27953,27953,998,3,3,235233,27475,69,8,86,833,19,63,32,0,30,5839,994,998,25879,17,93,0,0,999999997,1,3,"IAPS",9.04149e+017
"H",157,14,1,0,1,0,39,NA,1,1,71106,0,345,321,"LA",-1,0,-1,0,27,0,-1,0,1,0,0,0,0,0,0,454955,998,2,7,43,97,51,30,94,7,15236,999999994,189413,94,-99999,0,0,1,5,0,1,-99999,1,13,9,9,9,26,0,92,0,0,50,75765,222114,892,-99999,6,156752,156852,156712,156852,998,7,3,453600,140,68,5,78,3372,5,112,41,999999997,997,999999997,997,997,43810,9996,43,1,98,999999998,998,2,"IAPS",NA
"H",152,32,1,0,1,0,57,NA,1,1,29405,1,545,521,"SC",2,1,2011,99500,132,1,2011,99500,43,0,1,1,0,0,0,123331,998,47,10,21,2,38,0,38,3,6361,999999994,7181,47,0,0,0,2,0,2,3,0,2,19,-99999,-99999,-99999,2,60,69,118,51,100,5745,21400,1806,27286,1,61422,61422,61422,61422,1,5,1,123331,0,91,0,89,512,5,44,127,0,1,2450,994,998,15716,9996,40,0,0,6361,1,1,"BRANCH",NA
"H",120,54,1,0,1,0,59,NA,1,1,22079,0,541,529,"VA",2,0,2012,666375,134,0,2012,666375,122,230000,1.4,0,1,-1,0,315795,998,6,41,9998,2,59,63,79,17,999999998,999999998,80444,102,-99999,-99999,-99999,0,3,2,2,-99999,20,-99999,1,1,47,20,25,76,-99999,81,50,60333,240305,423,-99999,3,0,0,0,0,998,3,3,315795,0,36,9,38,1306,0,138,144,0,60,500,994,998,999999998,9998,9998,0,98,999999998,998,2,"IAPS",NA
